book,chapter,verse,orderby,masoretic,retroverted,lxx,potential_difference
Job,20,3,4127,יענני,,αποκρινεται μοι {---%},False
Job,20,4,4128,הזאת,,μη ταυτα {---%},False
Job,20,4,4129,ידעת,,εγνως {---%},False
Job,20,4,4130,מני,,απο {---%},False
Job,20,4,4131,עד,,του ετι {---%},False
Job,20,4,4132,מני,,αφ' ου,False
Job,20,4,4133,שים,,ετεθη,False
Job,20,4,4134,אדם,,ανθρωπος,False
Job,20,4,4135,עלי,,επι,False
Job,20,4,4136,ארץ,,της γης,False
Job,20,5,4137,כי,,{..γαρ},False
Job,20,5,4138,רננת,,ευφροσυνη,False
Job,20,5,4139,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,γαρ,False
Job,20,5,4140,רשעים,,ασεβων,False
Job,20,5,4141,מקרוב,,πτωμα εξαισιον,False
Job,20,5,4142,ושמחת,,χαρμονη δε,False
Job,20,5,4143,חנף,,παρανομων,False
Job,20,5,4144,עדי רגע,,απωλεια,False
Job,20,6,4145,אם,,εαν,False
Job,20,6,4146,יעלה,,αναβη,False
Job,20,6,4147,לשמים,,εις ουρανον,False
Job,20,6,4148,שיאו,שי,αυτου τα δωρα,True
Job,20,6,4149,וראשו,,η δε θυσια αυτου,False
Job,20,6,4150,לעב,,νεφων,False
Job,20,6,4151,יגיע,,αψηται,False
Job,20,7,4152,כגללו,,"οταν γαρ δοκη ηδη •^[Long line continuing in next one, placed both at the end of the line running over and at the beginning of the following line in the opposite column.]",False
Job,20,7,4153,"•^[Long line continuing in next one, placed both at the end of the line running over and at the beginning of the following line in the opposite column.]",,κατεστηριχθαι τοτε,False
Job,20,7,4154,לנצח,,εις τελος,False
Job,20,7,4155,יאבד,,απολειται,False
Job,20,7,4156,ראיו,,οι δε ιδοντες αυτον,False
Job,20,7,4157,יאמרו,,ερουσιν,False
Job,20,7,4158,איו,,που εστιν,False
Job,20,8,4159,כחלום,,ωσπερ ενυπνιον,False
Job,20,8,4160,יעוף,,εκπετασθεν,False
Job,20,8,4161,ולא,,ου μη,False
Job,20,8,4162,ימצאוהו,,ευρεθη,False
Job,20,8,4163,וידד,,επτη δε,False
Job,20,8,4164,כחזיון,,ωσπερ φασμα,False
Job,20,8,4165,לילה,,νυκτερινον,False
Job,20,9,4166,עין,,οφθαλμος {---%},False
Job,20,9,4167,שזפתו,,παρεβλεψεν {---%},False
Job,20,9,4168,ולא,,και ου {---%},False
Job,20,9,4169,תוסיף,,προσθησει {---%},False
Job,20,9,4170,ולא עוד,,και ουκετι {---%},False
Job,20,9,4171,תשורנו,,προσνοησει αυτον {---%},False
Job,20,9,4172,מקומו,,ο τοπος αυτου {---%},False
Job,20,10,4173,בניו,,τους υιους αυτου,False
Job,20,10,4174,ירצו •^[Etymological exegesis.] רצץ,,ολεσαισαν,False
Job,20,10,4175,דלים,,ηττονες,False
Job,20,10,4176,וידיו,,αι δε χειρες αυτου,False
Job,20,10,4177,תשבנה,,πυρσευσαισαν,False
Job,20,10,4178,אונו •^[Etymological exegesis.],,οδυνας,False
Job,20,11,4179,עצמותיו,,οστα αυτου {---%},False
Job,20,11,4180,מלאו,,ενεπλησθησαν {---%},False
Job,20,11,4181,*עלומו **עלומיו,,νεοτητος αυτου {---%},False
Job,20,11,4182,ועמו,,και μετ' αυτου {---%},False
Job,20,11,4183,על,,επι {---%},False
Job,20,11,4184,עפר,,χωματος {---%},False
Job,20,11,4185,תשכב,,κοιμηθησεται {---%},False
Job,20,12,4186,אם,,εαν {---%},False
Job,20,12,4187,תמתיק,,γλυκανθη {---%},False
Job,20,12,4188,בפיו,,εν στοματι αυτου {---%},False
Job,20,12,4189,רעה,,κακια {---%},False
Job,20,12,4190,יכחידנה,,κρυψει αυτην {---%},False
Job,20,12,4191,תחת,,υπο {---%},False
Job,20,12,4192,לשונו,,την γλωσσαν αυτου {---%},False
Job,20,13,4193,•^[Element 'added' in the Greek (plus in the LXX).],,ου {---%},True
Job,20,13,4194,יחמל,,φεισεται {---%},False
Job,20,13,4195,עליה,,αυτης {---%},False
Job,20,13,4196,ולא,,και ουκ {---%},False
Job,20,13,4197,יעזבנה,,εγκαταλειψει αυτην {---%},False
Job,20,13,4198,וימנענה,,και συνεξει αυτην {---%},False
Job,20,13,4199,בתוך,,εν μεσω {---%},False
Job,20,13,4200,חכו,,του λαρυγγος αυτου {---%},False
Job,20,14,4201,לחמו במעיו נהפך,,"και ου μη δυνηθη •^[Long line continuing in next one, placed both at the end of the line running over and at the beginning of the following line in the opposite column.]",False
Job,20,14,4202,"•^[Long line continuing in next one, placed both at the end of the line running over and at the beginning of the following line in the opposite column.]",,βοηθησαι εαυτω,False
Job,20,14,4203,מרורת,,χολη {---%},False
Job,20,14,4204,פתנים,,ασπιδος {---%},False
Job,20,14,4205,בקרבו,,εν γαστρι αυτου {---%},False
Job,20,15,4206,חיל,,πλουτος,False
Job,20,15,4207,בלע,,αδικως συναγομενος,False
Job,20,15,4208,ויקאנו •^[Change from active to passive form in verbs.],,εξεμεσθησεται,False
Job,20,15,4209,מבטנו,מבתו,εξ οικιας αυτου,True
Job,20,15,4210,יורשנו,,εξελκυσει αυτον,False
Job,20,15,4211,אל,,αγγελος,False
Job,20,16,4212,ראש,,θυμον δε,False
Job,20,16,4213,פתנים,"•^[Questionable notation, equivalent, etc.] תנין",δρακοντων,True
Job,20,16,4214,יינק,,θηλασειεν,False
Job,20,16,4215,תהרגהו,,ανελοι δε αυτον,False
Job,20,16,4216,לשון,,γλωσσα,False
Job,20,16,4217,אפעה,,οφεως,False
Job,20,17,4218,אל,,μη,False
Job,20,17,4219,ירא,,ιδοι,False
Job,20,17,4220,בפלגות נהרי,,αμελξιν νομαδων,False
Job,20,17,4221,נחלי,,μηδε νομας,False
Job,20,17,4222,דבש,,μελιτος,False
Job,20,17,4223,וחמאה,,και βουτυρου,False
Job,20,18,4224,משיב,,εις κενα και ματαια,False
Job,20,18,4225,יגע,,εκοπιασεν,False
Job,20,18,4226,•^[Element 'added' in the Greek (plus in the LXX).],,πλουτον,True
Job,20,18,4227,ולא,,εξ ου ου,False
Job,20,18,4228,יבלע,,γευσεται,False
Job,20,18,4229,כחיל תמורתו,,ωσπερ στριφνος,False
Job,20,18,4230,ולא יעלס,,αμασητος ακαταποτος,False
Job,20,19,4231,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,πολλων,False
Job,20,19,4232,כי,,γαρ,False
Job,20,19,4233,רצץ,,{..εθλασεν},False
Job,20,19,4234,עזב,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).],True
Job,20,19,4235,דלים,,αδυνατων,False
Job,20,19,4236,•^[Element 'added' in the Greek (plus in the LXX).],,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.] πολλων",True
Job,20,19,4237,בית,,οικους,False
Job,20,19,4238,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,εθλασεν,False
Job,20,19,4239,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,διαιταν δε,False
Job,20,19,4240,גזל,,ηρπασεν,False
Job,20,19,4241,ולא,,και ουκ,False
Job,20,19,4242,יבנהו,,εστησεν {..διαιταν},False
Job,20,20,4243,כי,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).],True
Job,20,20,4244,לא,,ουκ,False
Job,20,20,4245,ידע,,εστιν,False
Job,20,20,4246,שלו,,αυτου σωτηρια,False
Job,20,20,4247,בבטנו,,τοις υπαρχουσιν,False
Job,20,20,4248,בחמודו,,εν επιθυμια αυτου {---%},False
Job,20,20,4249,לא,,ου {---%},False
Job,20,20,4250,ימלט,,σωθησεται {---%},False
Job,20,21,4251,אין,,ουκ εστιν {---%},False
Job,20,21,4252,שריד,,υπολειμμα {---%},False
Job,20,21,4253,לאכלו,,τοις βρωμασιν αυτου {---%},False
Job,20,21,4254,על כן,,δια τουτο,False
Job,20,21,4255,לא,,ουκ,False
Job,20,21,4256,יחיל,,ανθησει,False
Job,20,21,4257,טובו,,αυτου τα αγαθα,False
Job,20,22,4258,במלאות שפקו,,"οταν δε δοκη ηδη •^[Long line continuing in next one, placed both at the end of the line running over and at the beginning of the following line in the opposite column.]",False
Job,20,22,4259,"•^[Long line continuing in next one, placed both at the end of the line running over and at the beginning of the following line in the opposite column.]",,πεπληρωσθαι,False
Job,20,22,4260,יצר לו,,θλιβησεται,False
Job,20,22,4261,כל,,πασα δε,False
Job,20,22,4262,יד,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).],True
Job,20,22,4263,עמל,,αναγκη,False
Job,20,22,4264,תבואנו,,επ' αυτον επελευσεται,False
Job,20,23,4265,יהי,,ει {---%},False
Job,20,23,4266,למלא,,πως πληρωσαι {---%},False
Job,20,23,4267,בטנו,,γαστερα αυτου {---%},False
Job,20,23,4268,ישלח,,επαποστειλαι,False
Job,20,23,4269,בו,,επ' αυτον,False
Job,20,23,4270,חרון,,θυμον,False
Job,20,23,4271,אפו,,οργης,False
Job,20,23,4272,וימטר,,νιψαι,False
Job,20,23,4273,עלימו,,επ' αυτον,False
Job,20,23,4274,בלחומו,,οδυνας,False
Job,20,24,4275,•^[Element 'added' in the Greek (plus in the LXX).],,και ου μη,True
Job,20,24,4276,יברח,,σωθη,False
Job,20,24,4277,מנשק,,εκ χειρος,False
Job,20,24,4278,ברזל,,σιδηρου,False
Job,20,24,4279,תחלפהו,,τρωσαι αυτον,False
Job,20,24,4280,קשת,,τοξον,False
Job,20,24,4281,נחושה,,χαλκειον,False
Job,20,25,4282,שלף,"•^[Questionable notation, equivalent, etc.] שלח",{..βελοσ},True
Job,20,25,4283,ויצא,,διεξελθοι δε,False
Job,20,25,4284,מגוה,,δια σωματος αυτου,False
Job,20,25,4285,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,βελος,False
Job,20,25,4286,וברק,,αστραπαι δε,False
Job,20,25,4287,ממררתו,,εν διαιταις αυτου,False
Job,20,25,4288,יהלך,,περιπατησαισαν,False
Job,20,25,4289,עליו,,επ' αυτω {---%},False
Job,20,25,4290,אמים,,φοβοι {---%},False
Job,20,26,4291,כל,,παν δε,False
Job,20,26,4292,חשך,,σκοτος,False
Job,20,26,4293,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,αυτω,False
Job,20,26,4294,טמון,,υπομειναι,False
Job,20,26,4295,לצפוניו,,{..αυτω},False
Job,20,26,4296,תאכלהו,,κατεδεται αυτον,False
Job,20,26,4297,אש,,πυρ,False
Job,20,26,4298,לא נפח,,ακαυστον,False
Job,20,26,4299,ירע,,κακωσαι δε,False
Job,20,26,4300,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,αυτου,False
Job,20,26,4301,שריד,,επηλυτος,False
Job,20,26,4302,באהלו,,τον οικον {..αυτου},False
Job,20,27,4303,יגלו,,ανακαλυψαι δε,False
Job,20,27,4304,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,αυτου,False
Job,20,27,4305,שמים,,ο ουρανος,False
Job,20,27,4306,עונו,,τας ανομιας {..αυτου},False
Job,20,27,4307,וארץ,,γη δε,False
Job,20,27,4308,מתקוממה,,επανασταιη,False
Job,20,27,4309,לו,,αυτω,False
Job,20,28,4310,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,ελκυσαι,False
Job,20,28,4311,יגל,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).],True
Job,20,28,4312,יבול,,"{..απωλεια} •^[Questionable notation, equivalent, etc.]",False
Job,20,28,4313,ביתו,,τον οικον αυτου,False
Job,20,28,4314,נגרות,,{..ελκυσαι},False
Job,20,28,4315,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,απωλεια,False
Job,20,28,4316,•^[Element 'added' in the Greek (plus in the LXX).],,εις τελος,True
Job,20,28,4317,ביום,,ημερα,False
Job,20,28,4318,אפו,,οργης,False
Job,20,28,4319,•^[Element 'added' in the Greek (plus in the LXX).],,επελθοι,True
Job,20,28,4320,•^[Element 'added' in the Greek (plus in the LXX).],,αυτω,True
Job,20,29,4321,זה,,αυτη,False
Job,20,29,4322,חלק,,η μερις,False
Job,20,29,4323,אדם,,ανθρωπου,False
Job,20,29,4324,רשע,,ασεβους,False
Job,20,29,4325,מאלהים,,παρα κυριου,False
Job,20,29,4326,ונחלת,,και κτημα,False
Job,20,29,4327,אמרו,,υπαρχοντων αυτω,False
Job,20,29,4328,מאל,,παρα του επισκοπου,False
Job,21,1,4329,ויען,,υπολαβων δε,False
Job,21,1,4330,איוב,,ιωβ,False
Job,21,1,4331,ויאמר,,λεγει,False
Job,21,2,4332,שמעו •^[Infinitive absolute.],,ακουσατε,False
Job,21,2,4333,שמוע {!}v,,ακουσατε,False
Job,21,2,4334,מלתי,,μου των λογων,False
Job,21,2,4335,ותהי,,ινα,False
Job,21,2,4336,•^[Element 'added' in the Greek (plus in the LXX).],,μη,True
Job,21,2,4337,•^[Element 'added' in the Greek (plus in the LXX).],,η μοι,True
Job,21,2,4338,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,παρ' υμων,False
Job,21,2,4339,זאת,,αυτη,False
Job,21,2,4340,תנחומתיכם,,η παρακλησις {..παρ' υμων},False
Job,21,3,4341,שאוני,,αρατε με,False
Job,21,3,4342,ואנכי,,εγω δε,False
Job,21,3,4343,אדבר,,λαλησω,False
Job,21,3,4344,ואחר,,ειτ',False
Job,21,3,4345,•^[Element 'added' in the Greek (plus in the LXX).],,ου,True
Job,21,3,4346,דברי,,{..μου},False
Job,21,3,4347,תלעיג,,καταγελασετε,False
Job,21,3,4348,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,μου,False
Job,21,4,4349,האנכי,,τι γαρ μη,False
Job,21,4,4350,לאדם,,ανθρωπου,False
Job,21,4,4351,שיחי,,μου η ελεγξις,False
Job,21,4,4352,ואם מדוע,,η δια τι,False
Job,21,4,4353,לא,,ου,False
Job,21,4,4354,תקצר רוחי,,θυμωθησομαι,False
Job,21,5,4355,פנו,,εισβλεψαντες,False
Job,21,5,4356,אלי,,εις εμε,False
Job,21,5,4357,והשמו,,θαυμασατε,False
Job,21,5,4358,ושימו,,{..θεντεσ},False
Job,21,5,4359,יד,,χειρα,False
Job,21,5,4360,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,θεντες,False
Job,21,5,4361,על,,επι,False
Job,21,5,4362,פה,,σιαγονι,False
Job,21,6,4363,ואם,,εαν τε γαρ,False
Job,21,6,4364,זכרתי,,μνησθω,False
Job,21,6,4365,ונבהלתי,,εσπουδακα,False
Job,21,6,4366,ואחז,,εχουσιν δε,False
Job,21,6,4367,בשרי,,μου τας σαρκας,False
Job,21,6,4368,פלצות,,οδυναι,False
Job,21,7,4369,מדוע,,δια τι,False
Job,21,7,4370,רשעים,,ασεβεις,False
Job,21,7,4371,יחיו,,ζωσιν,False
Job,21,7,4372,עתקו,,πεπαλαιωνται δε,False
Job,21,7,4373,גם,,και,False
Job,21,7,4374,גברו,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).],True
Job,21,7,4375,חיל,,εν πλουτω,False
Job,21,8,4376,זרעם,,ο σπορος αυτων,False
Job,21,8,4377,•^[Element 'added' in the Greek (plus in the LXX).],,κατα ψυχην,True
Job,21,8,4378,נכון,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).],True
Job,21,8,4379,לפניהם,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).],True
Job,21,8,4380,עמם,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).],True
Job,21,8,4381,וצאצאיהם,,τα δε τεκνα αυτων,False
Job,21,8,4382,לעיניהם,,"εν οφθαλμοις •^[Distributive rendering, occurring once in the translation but referring to more than one Hebrew word.] αυτων",False
Job,21,9,4383,בתיהם,,οι οικοι αυτων,False
Job,21,9,4384,שלום,,ευθηνουσιν {..ουδαμου},False
Job,21,9,4385,מפחד,,φοβος δε,False
Job,21,9,4386,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,ουδαμου,False
Job,21,9,4387,ולא,,{..ουκ εστιν},False
Job,21,9,4388,שבט,,μαστιξ δε,False
Job,21,9,4389,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,παρα,False
Job,21,9,4390,אלוה,,•^[Preposition added in the LXX in accordance with the rules of the Greek language or translational habits.] παρα κυριου,False
Job,21,9,4391,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,ουκ εστιν,False
Job,21,9,4392,עליהם,,επ' αυτοις,False
Job,21,10,4393,שורו,,η βους αυτων,False
Job,21,10,4394,עבר,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).],True
Job,21,10,4395,ולא,,ουκ,False
Job,21,10,4396,יגעל,,ωμοτοκησεν,False
Job,21,10,4397,תפלט,,διεσωθη δε,False
Job,21,10,4398,פרתו,,αυτων εν γαστρι εχουσα,False
Job,21,10,4399,ולא,,και ουκ,False
Job,21,10,4400,תשכל,,εσφαλεν,False
Job,21,11,4401,ישלחו,,μενουσιν δε,False
Job,21,11,4402,כצאן,,ως προβατα,False
Job,21,11,4403,עויליהם,עולם,αιωνια,True
Job,21,11,4404,וילדיהם,,τα δε παιδια αυτων,False
Job,21,11,4405,ירקדון,,προσπαιζουσιν,False
Job,21,12,4406,ישאו,,αναλαβοντες,False
Job,21,12,4407,כתף,,ψαλτηριον,False
Job,21,12,4408,וכנור,,και κιθαραν,False
Job,21,12,4409,וישמחו,,και ευφραινονται,False
Job,21,12,4410,לקול,,φωνη,False
Job,21,12,4411,עוגב,,ψαλμου,False
Job,21,13,4412,*יבלו **יכלו •^[Agreement of LXX with qere.],,συνετελεσαν δε,False
Job,21,13,4413,בטוב,,εν αγαθοις,False
Job,21,13,4414,ימיהם,,τον βιον αυτων,False
Job,21,13,4415,וברגע,,εν δε αναπαυσει,False
Job,21,13,4416,שאול,,αδου,False
Job,21,13,4417,יחתו,,εκοιμηθησαν,False
Job,21,14,4418,ויאמרו,,λεγει δε,False
Job,21,14,4419,לאל,,κυριω,False
Job,21,14,4420,סור,,αποστα,False
Job,21,14,4421,ממנו,,απ' εμου,False
Job,21,14,4422,ודעת,,{..ειδεναι},False
Job,21,14,4423,דרכיך,,οδους σου,False
Job,21,14,4424,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,ειδεναι,False
Job,21,14,4425,לא,,ου,False
Job,21,14,4426,חפצנו,,βουλομαι,False
Job,21,15,4427,מה,,τι {---%},False
Job,21,15,4428,שדי •^[Etymological exegesis.] שדיa,,ικανος {---%},False
Job,21,15,4429,כי,,οτι {---%},False
Job,21,15,4430,נעבדנו,,δουλευσομεν αυτω {---%},False
Job,21,15,4431,ומה,,και τις {---%},False
Job,21,15,4432,נועיל,,ωφελεια {---%},False
Job,21,15,4433,כי,,οτι {---%},False
Job,21,15,4434,נפגע •^[Etymological exegesis.],,απαντησομεν {---%},False
Job,21,15,4435,בו,,αυτω {---%},False
Job,21,16,4436,הן לא,,{..γαρ},False
Job,21,16,4437,בידם,,"εν χερσιν •^[Distributive rendering, occurring once in the translation but referring to more than one Hebrew word.] αυτων",False
Job,21,16,4438,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,γαρ,False
Job,21,16,4439,•^[Element 'added' in the Greek (plus in the LXX).],,ην,True
Job,21,16,4440,טובם,,αυτων τα αγαθα,False
Job,21,16,4441,עצת,,εργα δε,False
Job,21,16,4442,רשעים,,ασεβων,False
Job,21,16,4443,רחקה,,ουκ εφορα,False
Job,21,16,4444,מני,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).],True
Job,21,17,4445,כמה,,ου μην δε αλλα,False
Job,21,17,4446,נר,,και {..λυχνοσ},False
Job,21,17,4447,רשעים,,ασεβων,False
Job,21,17,4448,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,λυχνος,False
Job,21,17,4449,ידעך,,σβεσθησεται,False
Job,21,17,4450,ויבא,,επελευσεται δε,False
Job,21,17,4451,עלימו,,αυτοις,False
Job,21,17,4452,אידם,,η καταστροφη,False
Job,21,17,4453,חבלים,,ωδινες δε,False
Job,21,17,4454,יחלק,,αυτους εξουσιν,False
Job,21,17,4455,באפו,,απο οργης,False
Job,21,18,4456,יהיו,,εσονται δε,False
Job,21,18,4457,כתבן,,ωσπερ αχυρα,False
Job,21,18,4458,לפני,,προ,False
Job,21,18,4459,רוח,,ανεμου,False
Job,21,18,4460,וכמץ,,η ωσπερ κονιορτος,False
Job,21,18,4461,•^[Element 'added' in the Greek (plus in the LXX).],,ον,True
Job,21,18,4462,גנבתו,,υφειλατο,False
Job,21,18,4463,סופה,,λαιλαψ,False
Job,21,19,4464,אלוה יצפן,"•^[Questionable notation, equivalent, etc.] אל יצפן",εκλιποι,True
Job,21,19,4465,לבניו,,υιους,False
Job,21,19,4466,אונו,,τα υπαρχοντα αυτου,False
Job,21,19,4467,ישלם,,ανταποδωσει {---%},False
Job,21,19,4468,אליו,,προς αυτον {---%},False
Job,21,19,4469,וידע,,και γνωσεται {---%},False
Job,21,20,4470,יראו,,ιδοισαν,False
Job,21,20,4471,*עינו **עיניו,,οι οφθαλμοι αυτου,False
Job,21,20,4472,כידו,צידו,την εαυτου σφαγην,True
Job,21,20,4473,ומחמת,,απο δε •^[Equivalent of the Hebrew or Greek word(s) occurring elsewhere in the verse or context (transposition).],False
Job,21,20,4474,שדי,,κυριου,False
Job,21,20,4475,ישתה,,μη διασωθειη,False
Job,21,21,4476,כי,,οτι {---%},False
Job,21,21,4477,מה,,τι {---%},False
Job,21,21,4478,חפצו,,θελημα αυτου {---%},False
Job,21,21,4479,בביתו,,εν οικω αυτου {---%},False
Job,21,21,4480,אחריו,,μετ' αυτον {---%},False
Job,21,21,4481,ומספר,,και αριθμοι {---%},False
Job,21,21,4482,חדשיו,,μηνων αυτου {---%},False
Job,21,21,4483,חצצו,,διηρεθησαν {---%},False
Job,21,22,4484,הלאל,,ποτερον ουχι ο κυριος εστιν,False
Job,21,22,4485,ילמד,,ο διδασκων,False
Job,21,22,4486,דעת,,συνεσιν και επιστημην,False
Job,21,22,4487,והוא,,αυτος δε,False
Job,21,22,4488,רמים,דמים .dr,φονους,True
Job,21,22,4489,ישפוט,,διακρινει,False
Job,21,23,4490,זה,,ουτος {---%},False
Job,21,23,4491,ימות,,αποθανειται {---%},False
Job,21,23,4492,בעצם •^[Etymological exegesis.],,εν κρατει {---%},False
Job,21,23,4493,תמו,,απλοσυνης αυτου {---%},False
Job,21,23,4494,כלו,,ολος δε {---%},False
Job,21,23,4495,שלאנן,,ευπαθων {---%},False
Job,21,23,4496,ושליו,,και ευθηνων {---%},False
Job,21,24,4497,עטיניו,,τα δε εγκατα αυτου,False
Job,21,24,4498,מלאו,,πληρη,False
Job,21,24,4499,חלב,,στεατος,False
Job,21,24,4500,ומח,,μυελος δε,False
Job,21,24,4501,עצמותיו,,αυτου,False
Job,21,24,4502,ישקה,,διαχειται,False
Job,21,25,4503,וזה,,ο δε,False
Job,21,25,4504,ימות,,τελευτα,False
Job,21,25,4505,בנפש,,υπο {..ψυχησ},False
Job,21,25,4506,מרה,,πικριας,False
Job,21,25,4507,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,ψυχης,False
Job,21,25,4508,ולא,,ου,False
Job,21,25,4509,אכל,,φαγων,False
Job,21,25,4510,בטובה,,ουδεν αγαθον,False
Job,21,26,4511,יחד,,ομοθυμαδον δε,False
Job,21,26,4512,על,,επι,False
Job,21,26,4513,עפר,,γης,False
Job,21,26,4514,ישכבו,,κοιμωνται,False
Job,21,26,4515,ורמה,,σαπρια δε,False
Job,21,26,4516,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,αυτους,False
Job,21,26,4517,תכסה,,εκαλυψεν,False
Job,21,26,4518,עליהם,,{..αυτουσ},False
Job,21,27,4519,הן,,ωστε,False
Job,21,27,4520,ידעתי,,οιδα,False
Job,21,27,4521,מחשבותיכם,,υμας,False
Job,21,27,4522,ומזמות,,οτι τολμη,False
Job,21,27,4523,עלי,,{..μοι},False
Job,21,27,4524,תחמסו,,επικεισθε,False
Job,21,27,4525,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,μοι,False
Job,21,28,4526,כי,,οτι {---%},False
Job,21,28,4527,תאמרו,,ερειτε {---%},False
Job,21,28,4528,איה,,που εστιν {---%},False
Job,21,28,4529,בית,,οικος {---%},False
Job,21,28,4530,נדיב,,αρχοντος {---%},False
Job,21,28,4531,ואיה,,και που εστιν {---%},False
Job,21,28,4532,אהל,,η σκεπη {---%},False
Job,21,28,4533,משכנות,,των σκηνωματων {---%},False
Job,21,28,4534,רשעים,,των ασεβων {---%},False
Job,21,29,4535,הלא,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] {---%},True
Job,21,29,4536,שאלתם,,ερωτησατε {---%},False
Job,21,29,4537,עוברי,,παραπορευομενους {---%},False
Job,21,29,4538,דרך,,οδον {---%},False
Job,21,29,4539,ואתתם,,και τα σημεια αυτων {---%},False
Job,21,29,4540,לא,,ουκ {---%},False
Job,21,29,4541,תנכרו,,απαλλοτριωσετε {---%},False
Job,21,30,4542,כי,,οτι {---%},False
Job,21,30,4543,ליום,,εις ημεραν {---%},False
Job,21,30,4544,איד,,απωλειας {---%},False
Job,21,30,4545,יחשך,,κουφιζεται {---%},False
Job,21,30,4546,רע,,ο πονηρος {---%},False
Job,21,30,4547,ליום,,εις ημεραν {---%},False
Job,21,30,4548,עברות,,οργης αυτου {---%},False
Job,21,30,4549,יובלו,,απαχθησονται {---%},False
Job,21,31,4550,מי,,τις {---%},False
Job,21,31,4551,יגיד,,απαγγελει {---%},False
Job,21,31,4552,על פניו,,επι προσωπου αυτου {---%},False
Job,21,31,4553,דרכו,,την οδον αυτου {---%},False
Job,21,31,4554,והוא,,και αυτος {---%},False
Job,21,31,4555,עשה,,εποιησεν {---%},False
Job,21,31,4556,מי,,τις {---%},False
Job,21,31,4557,ישלם,,ανταποδωσει {---%},False
Job,21,31,4558,לו,,αυτω {---%},False
Job,21,32,4559,והוא,,και αυτος {---%},False
Job,21,32,4560,לקברות,,εις ταφους {---%},False
Job,21,32,4561,יובל,,απηνεχθη {---%},False
Job,21,32,4562,ועל,,και επι {---%},False
Job,21,32,4563,גדיש,,σορω {---%},False
Job,21,32,4564,ישקוד,,ηγρυπνησεν {---%},False
Job,21,33,4565,מתקו,,εγλυκανθησαν {---%},False
Job,21,33,4566,לו,,αυτω {---%},False
Job,21,33,4567,רגבי,,χαλικες {---%},False
Job,21,33,4568,נחל,,χειμαρρου {---%},False
Job,21,33,4569,ואחריו,,και οπισω αυτου {---%},False
Job,21,33,4570,כל,,πας {---%},False
Job,21,33,4571,אדם,,ανθρωπος {---%},False
Job,21,33,4572,ימשוך,,απελευσεται {---%},False
Job,21,33,4573,ולפניו,,και εμπροσθεν αυτου {---%},False
Job,21,33,4574,אין מספר,,αναριθμητοι {---%},False
Job,21,34,4575,ואיך,,πως δε,False
Job,21,34,4576,תנחמוני,,παρακαλειτε με,False
Job,21,34,4577,הבל,,κενα,False
Job,21,34,4578,ותשובתיכם,,το δε {..αφ' υμων},False
Job,21,34,4579,נשאר,,εμε καταπαυσασθαι,False
Job,21,34,4580,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,αφ' υμων,False
Job,21,34,4581,מעל,,ουδεν,False
Job,22,1,4582,ויען,,υπολαβων δε,False
Job,22,1,4583,אליפז,,ελιφας,False
Job,22,1,4584,התמני,,ο θαιμανιτης,False
Job,22,1,4585,ויאמר,,λεγει,False
Job,22,2,4586,הלאל,,ποτερον ουχι ο κυριος εστιν,False
