book,chapter,verse,orderby,masoretic,retroverted,lxx,potential_difference
Job,9,25,2108,טובה,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).],True
Job,9,26,2109,•^[Element 'added' in the Greek (plus in the LXX).],,η,True
Job,9,26,2110,חלפו,,και εστιν,False
Job,9,26,2111,עם,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).],True
Job,9,26,2112,אניות,,ναυσιν,False
Job,9,26,2113,אבה,,ιχνος οδου,False
Job,9,26,2114,כנשר,,η αετου,False
Job,9,26,2115,יטוש,,πετομενου,False
Job,9,26,2116,עלי,,ζητουντος,False
Job,9,26,2117,אכל,,βοραν,False
Job,9,27,2118,אם,,εαν τε γαρ,False
Job,9,27,2119,אמרי,,ειπω,False
Job,9,27,2120,אשכחה,,επιλησομαι,False
Job,9,27,2121,שיחי,,λαλων,False
Job,9,27,2122,אעזבה,,συγκυψας,False
Job,9,27,2123,פני,,τω προσωπω,False
Job,9,27,2124,ואבליגה •^[Etymological exegesis.] אבל,,στεναξω,False
Job,9,28,2125,יגרתי,,σειομαι,False
Job,9,28,2126,כל,,πασιν,False
Job,9,28,2127,עצבתי,עצמתי .bm,τοις μελεσιν,True
Job,9,28,2128,ידעתי,,οιδα,False
Job,9,28,2129,כי,,"γαρ { •^[Questionable notation, equivalent, etc.] d} οτι",False
Job,9,28,2130,לא,,ουκ,False
Job,9,28,2131,תנקני,,αθωον με εασεις,False
Job,9,29,2132,•^[Element 'added' in the Greek (plus in the LXX).],,επειδη δε,True
Job,9,29,2133,אנכי,,ειμι,False
Job,9,29,2134,ארשע,,ασεβης,False
Job,9,29,2135,למה זה,,δια τι,False
Job,9,29,2136,הבל,בל .h-,ουκ,True
Job,9,29,2137,איגע,אגוע •^[Interchange of consonants between MT and the presumed Hebrew parent text of the LXX (metathesis.)] .yw <10.18>,απεθανον,True
Job,9,30,2138,אם,,εαν γαρ,False
Job,9,30,2139,התרחצתי,,απολουσωμαι,False
Job,9,30,2140,*במו **במי שלג,,χιονι,False
Job,9,30,2141,והזכותי,,και αποκαθαρωμαι,False
Job,9,30,2142,בבר,,{..καθαραισ},False
Job,9,30,2143,כפי,,χερσιν,False
Job,9,30,2144,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,καθαραις,False
Job,9,31,2145,אז,,ικανως,False
Job,9,31,2146,בשחת,"•^[Questionable notation, equivalent, etc.] @סחה",εν ρυπω,True
Job,9,31,2147,תטבלני,,με εβαψας,False
Job,9,31,2148,ותעבוני,,εβδελυξατο δε με,False
Job,9,31,2149,שלמותי,,η στολη,False
Job,9,32,2150,כי,,{..γαρ},False
Job,9,32,2151,לא,,ου,False
Job,9,32,2152,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,γαρ,False
Job,9,32,2153,•^[Element 'added' in the Greek (plus in the LXX).],,ει,True
Job,9,32,2154,איש,,ανθρωπος,False
Job,9,32,2155,כמני,,κατ' εμε,False
Job,9,32,2156,אעננו,,ω αντικρινουμαι,False
Job,9,32,2157,נבוא,,ινα ελθωμεν,False
Job,9,32,2158,יחדו,,ομοθυμαδον,False
Job,9,32,2159,במשפט,,εις κρισιν,False
Job,9,33,2160,לא,לו .אw,ειθε,True
Job,9,33,2161,יש,,ην,False
Job,9,33,2162,בינינו,,ο μεσιτης ημων,False
Job,9,33,2163,מוכיח,,και ελεγχων,False
Job,9,33,2164,ישת ידו <de1.16>,,και διακουων,False
Job,9,33,2165,על <de1.16>,,ανα μεσον,False
Job,9,33,2166,שנינו,,αμφοτερων,False
Job,9,34,2167,יסר,,απαλλαξατω,False
Job,9,34,2168,מעלי,,απ' εμου,False
Job,9,34,2169,שבטו,,την ραβδον,False
Job,9,34,2170,ואמתו,,ο δε φοβος αυτου,False
Job,9,34,2171,אל,,μη,False
Job,9,34,2172,תבעתני,,με στροβειτω,False
Job,9,35,2173,אדברה,,{..λαλησω},False
Job,9,35,2174,ולא,,και ου μη,False
Job,9,35,2175,איראנו,,φοβηθω,False
Job,9,35,2176,•^[Element 'added' in the Greek (plus in the LXX).],,αλλα,True
Job,9,35,2177,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,λαλησω,False
Job,9,35,2178,כי,,{..γαρ},False
Job,9,35,2179,לא,,ου,False
Job,9,35,2180,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,γαρ,False
Job,9,35,2181,כן,,ουτω,False
Job,9,35,2182,אנכי עמדי,,συνεπισταμαι,False
Job,10,1,2183,נקטה,,καμνων,False
Job,10,1,2184,נפשי,,τη ψυχη μου,False
Job,10,1,2185,בחיי,"•^[Questionable notation, equivalent, etc.] •^[Questionable notation, equivalent, etc.]",στενων,True
Job,10,1,2186,אעזבה,,επαφησω,False
Job,10,1,2187,עלי,,επ' αυτον,False
Job,10,1,2188,שיחי,,τα ρηματα μου,False
Job,10,1,2189,אדברה,,λαλησω,False
Job,10,1,2190,במר •^[Omission of preposition or particle.],,πικρια,False
Job,10,1,2191,נפשי,,•^[Preposition added in the LXX in accordance with the rules of the Greek language or translational habits.] συνεχομενος ψυχης μου,False
Job,10,1,2192,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,συνεχομενος,False
Job,10,2,2193,אמר,,και ερω,False
Job,10,2,2194,אל,,προς,False
Job,10,2,2195,אלוה,,κυριον,False
Job,10,2,2196,אל,,μη,False
Job,10,2,2197,תרשיעני,,με ασεβειν,False
Job,10,2,2198,הודיעני,,διδασκε,False
Job,10,2,2199,על מה,,και δια τι,False
Job,10,2,2200,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,με,False
Job,10,2,2201,•^[Element 'added' in the Greek (plus in the LXX).],,ουτως,True
Job,10,2,2202,תריבני,,{..με} εκρινας,False
Job,10,3,2203,הטוב,,η καλον,False
Job,10,3,2204,לך,,σοι,False
Job,10,3,2205,כי,,εαν,False
Job,10,3,2206,תעשק,,αδικησω,False
Job,10,3,2207,כי,,οτι,False
Job,10,3,2208,תמאס,,απειπω,False
Job,10,3,2209,יגיע,,εργα,False
Job,10,3,2210,כפיך,,χειρων σου,False
Job,10,3,2211,ועל עצת,,βουλη δε,False
Job,10,3,2212,רשעים,,ασεβων,False
Job,10,3,2213,הופעת,,προσεσχες,False
Job,10,4,2214,העיני בשר,,η ωσπερ βροτος ορα,False
Job,10,4,2215,לך,,καθορας,False
Job,10,4,2216,אם,,η {---%},False
Job,10,4,2217,כראות,,καθως ορα {---%},False
Job,10,4,2218,אנוש,,ανθρωπος {---%},False
Job,10,4,2219,תראה,,βλεψη {---%},False
Job,10,5,2220,הכימי אנוש,,η {..ανθρωπινος εστιν},False
Job,10,5,2221,ימיך,,ο βιος σου,False
Job,10,5,2222,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,ανθρωπινος εστιν,False
Job,10,5,2223,אם,,η,False
Job,10,5,2224,שנותיך,,τα ετη σου,False
Job,10,5,2225,כימי גבר,,ανδρος,False
Job,10,6,2226,כי,,οτι,False
Job,10,6,2227,תבקש,,ανεζητησας,False
Job,10,6,2228,לעוני,,την ανομιαν μου,False
Job,10,6,2229,ולחטאתי,,και τας αμαρτιας μου,False
Job,10,6,2230,תדרוש,,εξιχνιασας,False
Job,10,7,2231,על דעתך,,οιδας γαρ,False
Job,10,7,2232,כי,,οτι,False
Job,10,7,2233,לא,,ουκ,False
Job,10,7,2234,ארשע,,ησεβησα,False
Job,10,7,2235,ואין,,αλλα τις εστιν,False
Job,10,7,2236,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,ο,False
Job,10,7,2237,מידך,,εκ των χειρων σου,False
Job,10,7,2238,מציל,,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.] ο εξαιρουμενος",False
Job,10,8,2239,ידיך,,αι χειρες σου,False
Job,10,8,2240,עצבוני,,επλασαν με,False
Job,10,8,2241,ויעשוני,,και εποιησαν με,False
Job,10,8,2242,יחד,אחר,μετα ταυτα,True
Job,10,8,2243,סביב,,μεταβαλων,False
Job,10,8,2244,ותבלעני,,με επαισας,False
Job,10,9,2245,זכר נא,,μνησθητι,False
Job,10,9,2246,כי,,οτι,False
Job,10,9,2247,כחמר,,πηλον,False
Job,10,9,2248,עשיתני,,με επλασας,False
Job,10,9,2249,ואל,,εις δε,False
Job,10,9,2250,עפר,,γην,False
Job,10,9,2251,תשיבני,,"με •^[Equivalent reflected elsewhere in the text, disregarded by indexing program.] αποστρεφεις",False
Job,10,9,2252,•^[Element 'added' in the Greek (plus in the LXX).],,παλιν,True
Job,10,9,2253,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,αποστρεφεις,False
Job,10,10,2254,הלא,,η ουχ,False
Job,10,10,2255,כחלב,,ωσπερ γαλα,False
Job,10,10,2256,תתיכני,,με ημελξας,False
Job,10,10,2257,וכגבנה,,{..ισα τυρω},False
Job,10,10,2258,תקפיאני,,ετυρωσας δε με,False
Job,10,10,2259,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,ισα τυρω,False
Job,10,11,2260,עור,,δερμα,False
Job,10,11,2261,ובשר,,και κρεας,False
Job,10,11,2262,תלבישני,,με ενεδυσας,False
Job,10,11,2263,ובעצמות,,οστεοις δε,False
Job,10,11,2264,וגידים,,και νευροις,False
Job,10,11,2265,תסככני,,με ενειρας,False
Job,10,12,2266,חיים,,ζωην δε,False
Job,10,12,2267,וחסד,,και ελεος,False
Job,10,12,2268,עשית,,εθου,False
Job,10,12,2269,עמדי,,παρ' εμοι,False
Job,10,12,2270,ופקדתך,,η δε επισκοπη σου,False
Job,10,12,2271,שמרה,,εφυλαξεν,False
Job,10,12,2272,רוחי,,μου το πνευμα,False
Job,10,13,2273,ואלה,,ταυτα,False
Job,10,13,2274,צפנת,,εχων,False
Job,10,13,2275,בלבבך,,εν σεαυτω,False
Job,10,13,2276,ידעתי,,οιδα,False
Job,10,13,2277,כי,,οτι,False
Job,10,13,2278,זאת,,παντα,False
Job,10,13,2279,עמך,,δυνασαι,False
Job,10,13,2280,•^[Element 'added' in the Greek (plus in the LXX).],,αδυνατει δε,True
Job,10,13,2281,•^[Element 'added' in the Greek (plus in the LXX).],,σοι,True
Job,10,13,2282,•^[Element 'added' in the Greek (plus in the LXX).],,ουθεν,True
Job,10,14,2283,אם,,εαν τε γαρ,False
Job,10,14,2284,חטאתי,,αμαρτω,False
Job,10,14,2285,ושמרתני,,φυλασσεις με,False
Job,10,14,2286,ומעוני,,απο δε ανομιας,False
Job,10,14,2287,לא,,ουκ,False
Job,10,14,2288,תנקני,,αθωον με πεποιηκας,False
Job,10,15,2289,אם,,εαν τε γαρ,False
Job,10,15,2290,רשעתי,,ασεβης ω,False
Job,10,15,2291,אללי לי,,οιμμοι,False
Job,10,15,2292,וצדקתי,,εαν τε ω δικαιος,False
Job,10,15,2293,לא,,ου,False
Job,10,15,2294,אשא ראשי,,δυναμαι ανακυψαι,False
Job,10,15,2295,שבע,,"πληρης •^[Equivalent reflected elsewhere in the text, disregarded by indexing program.] ειμι",False
Job,10,15,2296,•^[Element 'added' in the Greek (plus in the LXX).],,γαρ,True
Job,10,15,2297,קלון,,ατιμιας,False
Job,10,15,2298,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,ειμι,False
Job,10,15,2299,וראה,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).],True
Job,10,15,2300,עניי,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).],True
Job,10,16,2301,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,αγρευομαι,False
Job,10,16,2302,ויגאה,,γαρ •^[Hebrew counterpart lacking in the LXX (minus in the LXX).],True
Job,10,16,2303,כשחל,,ωσπερ λεων,False
Job,10,16,2304,•^[Element 'added' in the Greek (plus in the LXX).],,εις σφαγην,True
Job,10,16,2305,תצודני,,{..αγρευομαι},False
Job,10,16,2306,ותשב,,παλιν δε μεταβαλων,False
Job,10,16,2307,תתפלא,,δεινως {..ολεκεισ},False
Job,10,16,2308,בי,,με,False
Job,10,16,2309,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,ολεκεις,False
Job,10,17,2310,תחדש,,επανακαινιζων,False
Job,10,17,2311,עדיך,,επ' εμε,False
Job,10,17,2312,נגדי,נגעי .dע,την ετασιν μου,True
Job,10,17,2313,ותרב,וכעשך,οργη δε,True
Job,10,17,2314,כעשך,תרב,μεγαλη,True
Job,10,17,2315,עמדי,,μοι εχρησω,False
Job,10,17,2316,חליפות,,επηγαγες δε,False
Job,10,17,2317,וצבא,עמי,επ' εμε,True
Job,10,17,2318,עמי,"וצבא {.. •^[Questionable notation, equivalent, etc.] חליפות}",πειρατηρια,True
Job,10,18,2319,ולמה,,ινα τι ουν,False
Job,10,18,2320,מרחם,,εκ κοιλιας,False
Job,10,18,2321,הצאתני,,με εξηγαγες,False
Job,10,18,2322,•^[Element 'added' in the Greek (plus in the LXX).],,και ουκ,True
Job,10,18,2323,אגוע,,απεθανον,False
Job,10,18,2324,ועין,,οφθαλμος δε,False
Job,10,18,2325,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,με,False
Job,10,18,2326,לא,,ουκ,False
Job,10,18,2327,תראני,,ειδεν {..με},False
Job,10,19,2328,כאשר,,και ωσπερ,False
Job,10,19,2329,לא,,ουκ,False
Job,10,19,2330,הייתי,,ων,False
Job,10,19,2331,אהיה,,εγενομην,False
Job,10,19,2332,•^[Element 'added' in the Greek (plus in the LXX).],,δια τι γαρ,True
Job,10,19,2333,מבטן,,εκ γαστρος,False
Job,10,19,2334,לקבר,,εις μνημα,False
Job,10,19,2335,אובל,,ουκ απηλλαγην,False
Job,10,20,2336,הלא,,"η ουκ •^[Equivalent reflected elsewhere in the text, disregarded by indexing program.] εστιν",False
Job,10,20,2337,מעט,,ολιγος,False
Job,10,20,2338,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,εστιν,False
Job,10,20,2339,ימי,,ο χρονος του βιου μου,False
Job,10,20,2340,*יחדל **וחדל,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).],True
Job,10,20,2341,*ישית **ושית •^[Agreement of LXX with qere.],,εασον,False
Job,10,20,2342,ממני,,με,False
Job,10,20,2343,ואבליגה,,αναπαυσασθαι,False
Job,10,20,2344,מעט,,μικρον,False
Job,10,21,2345,בטרם,,προ,False
Job,10,21,2346,אלך,,του με πορευθηναι,False
Job,10,21,2347,•^[Element 'added' in the Greek (plus in the LXX).],,οθεν,True
Job,10,21,2348,ולא,,ουκ,False
Job,10,21,2349,אשוב,,αναστρεψω,False
Job,10,21,2350,אל,,εις,False
Job,10,21,2351,ארץ,,γην,False
Job,10,21,2352,חשך,,σκοτεινην,False
Job,10,21,2353,וצלמות,,και γνοφεραν,False
Job,10,22,2354,•^[Notation in Hebrew column of elements repeated in the translation.] אל,,εις,False
Job,10,22,2355,ארץ,,γην,False
Job,10,22,2356,עיפתה כמו אפל צלמות,,"σκοτους •^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Questionable notation, equivalent, etc.]",True
Job,10,22,2357,•^[Element 'added' in the Greek (plus in the LXX).],,αιωνιου,True
Job,10,22,2358,ולא,,ου ουκ εστιν,False
Job,10,22,2359,סדרים,נהרה <3:4>,φεγγος,True
Job,10,22,2360,ותפע •^[Notation in Hebrew column of elements repeated in the translation.] לא,,ουδε οραν,False
Job,10,22,2361,כמו,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] {x},True
Job,10,22,2362,אפל,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] {x},True
Job,10,22,2363,•^[Element 'added' in the Greek (plus in the LXX).] {x},,ζωην,True
Job,10,22,2364,•^[Element 'added' in the Greek (plus in the LXX).] {x},,βροτων,True
Job,11,1,2365,ויען,,υπολαβων δε,False
Job,11,1,2366,צפר,,σωφαρ,False
Job,11,1,2367,הנעמתי,,ο μιναιος,False
Job,11,1,2368,ויאמר,,λεγει,False
Job,11,2,2369,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,ο,False
Job,11,2,2370,הרב,,τα πολλα,False
Job,11,2,2371,דברים,,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.] ο λεγων",False
Job,11,2,2372,לא,,και,False
Job,11,2,2373,יענה,,αντακουσεται,False
Job,11,2,2374,ואם,,η και,False
Job,11,2,2375,איש שפתים,,ο ευλαλος,False
Job,11,2,2376,יצדק,,οιεται ειναι δικαιος,False
Job,11,2,2377,•^[Element 'added' in the Greek (plus in the LXX).],,ευλογημενος,True
Job,11,2,2378,•^[Element 'added' in the Greek (plus in the LXX).],,γεννητος,True
Job,11,2,2379,•^[Element 'added' in the Greek (plus in the LXX).],,γυναικος,True
Job,11,2,2380,•^[Element 'added' in the Greek (plus in the LXX).],,ολιγοβιος,True
Job,11,3,2381,בדיך,,{..εν ρημασιν},False
Job,11,3,2382,מתים,,μη πολυς,False
Job,11,3,2383,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,εν ρημασιν,False
Job,11,3,2384,יחרישו,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).],True
Job,11,3,2385,ותלעג,,γινου,False
Job,11,3,2386,ואין,,ου γαρ εστιν,False
Job,11,3,2387,מכלם,,ο αντικρινομενος,False
Job,11,3,2388,•^[Element 'added' in the Greek (plus in the LXX).],,σοι,True
Job,11,4,2389,ותאמר,,μη γαρ λεγε,False
Job,11,4,2390,•^[Element 'added' in the Greek (plus in the LXX).],,οτι,True
Job,11,4,2391,זך,,καθαρος,False
Job,11,4,2392,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,ειμι,False
Job,11,4,2393,לקחי,,τοις εργοις,False
Job,11,4,2394,ובר,,και αμεμπτος,False
Job,11,4,2395,הייתי,,{..ειμι},False
Job,11,4,2396,בעיניך,,εναντιον αυτου,False
Job,11,5,2397,ואולם,,αλλα,False
Job,11,5,2398,מי יתן,,πως αν,False
Job,11,5,2399,אלוה,,ο κυριος,False
Job,11,5,2400,דבר,,λαλησαι,False
Job,11,5,2401,•^[Element 'added' in the Greek (plus in the LXX).],,προς σε,True
Job,11,5,2402,ויפתח,,και ανοιξει {---%},False
Job,11,5,2403,שפתיו,,χειλη αυτου {---%},False
Job,11,5,2404,עמך,,μετα σου {---%},False
Job,11,6,2405,ויגד,,ειτα αναγγελει,False
Job,11,6,2406,לך,,σοι,False
Job,11,6,2407,תעלמות,,δυναμιν,False
Job,11,6,2408,חכמה,,σοφιας,False
Job,11,6,2409,כי,,"οτι •^[Equivalent reflected elsewhere in the text, disregarded by indexing program.] εσται",False
Job,11,6,2410,כפלים,,διπλους,False
Job,11,6,2411,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,εσται,False
Job,11,6,2412,לתושיה,,των κατα σε,False
Job,11,6,2413,ודע,,και τοτε γνωση,False
Job,11,6,2414,כי,,οτι,False
Job,11,6,2415,ישה •^[Etymological exegesis.] שוה,,"αξια •^[Reference to doublet (occurring between the two elements of the doublet.] •^[Equivalent reflected elsewhere in the text, disregarded by indexing program.] απεβη",False
Job,11,6,2416,לך,,σοι,False
Job,11,6,2417,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,απεβη,False
Job,11,6,2418,אלוה,,απο κυριου,False
Job,11,6,2419,מעונך,,ων ημαρτηκας,False
Job,11,7,2420,החקר,,η ιχνος,False
Job,11,7,2421,אלוה,,κυριου,False
Job,11,7,2422,תמצא,,ευρησεις,False
Job,11,7,2423,אם,,η,False
Job,11,7,2424,עד,,εις,False
Job,11,7,2425,תכלית,,τα εσχατα,False
Job,11,7,2426,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,αφικου,False
Job,11,7,2427,•^[Element 'added' in the Greek (plus in the LXX).],,α,True
Job,11,7,2428,•^[Element 'added' in the Greek (plus in the LXX).],,εποιησεν,True
Job,11,7,2429,שדי,,ο παντοκρατωρ,False
Job,11,7,2430,תמצא,,{..αφικου},False
Job,11,8,2431,גבהי,,υψηλος,False
Job,11,8,2432,שמים,,ο ουρανος,False
Job,11,8,2433,מה,,και τι,False
Job,11,8,2434,תפעל,,ποιησεις,False
Job,11,8,2435,"עמקה •^[Equivalent reflected elsewhere in the text, disregarded by indexing program.] ם",,βαθυτερα δε,False
Job,11,8,2436,•^[Element 'added' in the Greek (plus in the LXX).],,των,True
Job,11,8,2437,משאול,,εν αδου,False
Job,11,8,2438,מה,,τι,False
Job,11,8,2439,תדע,,οιδας,False
Job,11,9,2440,"ארכה •^[Equivalent reflected elsewhere in the text, disregarded by indexing program.] ם",,η μακροτερα,False
Job,11,9,2441,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,μετρου,False
Job,11,9,2442,מארץ,,γης,False
Job,11,9,2443,מדה,,{..μετρου},False
Job,11,9,2444,ורחבה,,η ευρους,False
Job,11,9,2445,מני ים,,θαλασσης,False
Job,11,10,2446,אם,,εαν δε,False
Job,11,10,2447,יחלף,יחתף <9.12>,καταστρεψη,True
Job,11,10,2448,•^[Element 'added' in the Greek (plus in the LXX).],,τα παντα,True
Job,11,10,2449,ויסגיר,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).],True
Job,11,10,2450,ויקהיל,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).],True
Job,11,10,2451,ומי,,τις,False
Job,11,10,2452,ישיבנו,,ερει αυτω,False
Job,11,10,2453,•^[Element 'added' in the Greek (plus in the LXX).],,τι,True
Job,11,10,2454,•^[Element 'added' in the Greek (plus in the LXX).],,εποιησας,True
Job,11,11,2455,כי,,{..γαρ},False
Job,11,11,2456,הוא,,αυτος,False
Job,11,11,2457,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,γαρ,False
Job,11,11,2458,ידע,,οιδεν,False
Job,11,11,2459,מתי,,εργα,False
Job,11,11,2460,שוא,,ανομων,False
Job,11,11,2461,וירא,,ιδων δε,False
Job,11,11,2462,און,,ατοπα,False
Job,11,11,2463,ולא,,ου,False
Job,11,11,2464,יתבונן,,παροψεται,False
Job,11,12,2465,ואיש,,ανθρωπος δε αλλως,False
Job,11,12,2466,נבוב,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).],True
Job,11,12,2467,ילבב,,νηχεται λογοις,False
Job,11,12,2468,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,βροτος δε,False
Job,11,12,2469,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,γεννητος,False
Job,11,12,2470,•^[Element 'added' in the Greek (plus in the LXX).],,γυναικος,True
Job,11,12,2471,ועיר,,ισα ονω,False
Job,11,12,2472,פרא,,ερημιτη,False
Job,11,12,2473,אדם,,{..βροτος δε},False
Job,11,12,2474,יולד,,{..γεννητοσ},False
Job,11,13,2475,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,ει,False
Job,11,13,2476,אם,,γαρ,False
Job,11,13,2477,אתה,,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.] ει συ",False
Job,11,13,2478,הכינות,,καθαραν εθου,False
Job,11,13,2479,לבך,,την καρδιαν σου,False
Job,11,13,2480,ופרשת,,υπτιαζεις δε,False
Job,11,13,2481,אליו,כפך,χειρας,True
Job,11,13,2482,כפך,אליו,προς αυτον,True
Job,11,14,2483,אם,,ει {...τι εστιν},False
Job,11,14,2484,און,,ανομον,False
Job,11,14,2485,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,τι εστιν,False
Job,11,14,2486,בידך,,εν χερσιν σου,False
Job,11,14,2487,הרחיקהו,,πορρω ποιησον αυτο,False
Job,11,14,2488,•^[Element 'added' in the Greek (plus in the LXX).],,απο σου,True
Job,11,14,2489,ואל,,•^[Equivalent of the Hebrew or Greek word(s) occurring elsewhere in the verse or context (transposition).],False
Job,11,14,2490,תשכן,,•^[Equivalent of the Hebrew or Greek word(s) occurring elsewhere in the verse or context (transposition).],False
Job,11,14,2491,•^[Equivalent of the Hebrew or Greek word(s) occurring elsewhere in the verse or context (transposition).],עולה,αδικια δε,True
Job,11,14,2492,באהליך,,εν διαιτη σου,False
Job,11,14,2493,עולה,,•^[Equivalent of the Hebrew or Greek word(s) occurring elsewhere in the verse or context (transposition).],False
Job,11,14,2494,•^[Equivalent of the Hebrew or Greek word(s) occurring elsewhere in the verse or context (transposition).],ואל,μη,True
Job,11,14,2495,•^[Equivalent of the Hebrew or Greek word(s) occurring elsewhere in the verse or context (transposition).],תשכן,αυλισθητω,True
Job,11,15,2496,כי,,{..γαρ},False
Job,11,15,2497,אז,,ουτως,False
Job,11,15,2498,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,γαρ,False
Job,11,15,2499,תשא,,αναλαμψει,False
Job,11,15,2500,פניך,,σου το προσωπον,False
Job,11,15,2501,ממום,ממים,ωσπερ υδωρ καθαρον,True
Job,11,15,2502,והיית,,εκδυση δε,False
Job,11,15,2503,מצק,מצא,ρυπον,True
Job,11,15,2504,ולא,,και ου μη,False
Job,11,15,2505,תירא,,φοβηθης,False
Job,11,16,2506,כי,,και,False
Job,11,16,2507,אתה,,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",False
Job,11,16,2508,עמל,,τον κοπον,False
Job,11,16,2509,{..אתה} תשכח,,επιληση,False
Job,11,16,2510,כמים,,ωσπερ κυμα,False
Job,11,16,2511,עברו,,παρελθον,False
Job,11,16,2512,תזכר,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).],True
Job,11,16,2513,•^[Element 'added' in the Greek (plus in the LXX).],ולא [[15]],και ου,True
Job,11,16,2514,•^[Element 'added' in the Greek (plus in the LXX).],תירא [[15]],πτοηθηση,True
Job,11,17,2515,ומצהרים,,{..εκ δε μεσημβριασ},False
Job,11,17,2516,יקום,,{..ανατελει},False
Job,11,17,2517,חלד,,{..σοι ζωη},False
Job,11,17,2518,תעפה,,η δε ευχη σου,False
Job,11,17,2519,כבקר,,ωσπερ εωσφορος,False
Job,11,17,2520,תהיה,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).],True
Job,11,17,2521,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,εκ δε μεσημβριας,False
Job,11,17,2522,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,ανατελει,False
Job,11,17,2523,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,σοι ζωη,False
Job,11,18,2524,ובטחת,,πεποιθως τε εση,False
Job,11,18,2525,כי,,οτι,False
Job,11,18,2526,יש,,εστιν,False
Job,11,18,2527,•^[Element 'added' in the Greek (plus in the LXX).],,σοι,True
Job,11,18,2528,תקוה,,ελπις,False
Job,11,18,2529,וחפרת,ומחרדה,εκ δε μεριμνης,True
Job,11,18,2530,לבטח,"•^[Questionable notation, equivalent, etc.] ומשח",και φροντιδος,True
Job,11,18,2531,תשכב,,αναφανειται,False
Job,11,18,2532,•^[Element 'added' in the Greek (plus in the LXX).],,σοι,True
Job,11,18,2533,•^[Element 'added' in the Greek (plus in the LXX).],,ειρηνη,True
Job,11,19,2534,ורבצת,,ησυχασεις γαρ,False
Job,11,19,2535,ואין,,και ουκ εσται,False
Job,11,19,2536,מחריד,,ο πολεμων σε,False
Job,11,19,2537,"•^[Element 'added' in the Greek (plus in the LXX).] •^[Questionable notation, equivalent, etc.] •^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,μεταβαλομενοι,True
Job,11,19,2538,וחלו פניך,,{..δεηθησονται} δε {..σου},False
